ID,Problem,Model Response,Extracted Answer,Ground Truth,Correct,Latency,Input Tokens,Output Tokens
910,Who wrote 'Harry Potter'?,"Let's approach this step-by-step:  1. First, we need to consider each option:    A. Stephenie Meyer - She's known for the Twilight series.    B. J.R.R. Tolkien - He wrote The Lord of the Rings and The Hobbit.    C. C.S. Lewis - He wrote The Chronicles of Narnia.    D. J.K. Rowling - She's the author of the Harry Potter series.  2. Now, let's recall what we know about the Harry Potter books:    - They are a series of fantasy novels.    - They follow the adventures of a young wizard named Harry Potter.    - They were published between 1997 and 2007.  3. Connecting this information to our options:    - The Harry Potter books match the description of J.K. Rowling's work.    - None of the other authors listed are associated with writing the Harry Potter series.  Therefore, the correct answer is D. J.K. Rowling.  The answer is (D)",D,D,True,1.433425259,102,211
911,What is the closest planet to the Sun?,"To determine the closest planet to the Sun, we need to recall the order of the planets from the Sun outward:  1. Mercury 2. Venus 3. Earth 4. Mars  Given these positions, it's clear that Mercury is the closest planet to the Sun.  Therefore, the answer is (B) Mercury.",B,B,True,0.479508302,92,67
912,What is the capital of Spain?,"Let's go through the options step by step:  A. Barcelona - This is a major city in Spain, known for its architecture and cultural events, but it is not the capital. B. Seville - Another important city in Spain, famous for its flamenco and the Plaza de España, but it is not the capital. C. Valencia - A coastal city in the east of Spain, known for its beaches and the City of Arts and Sciences, but it is not the capital. D. Madrid - This city is located in the center of Spain and is home to many important government buildings and institutions, including the Royal Palace of Madrid.  Given these facts, the capital of Spain is Madrid.  The answer is (D).",D,D,True,1.00937861,91,147
913,What does 'nein' mean in German?,"Let's approach this step-by-step:  1. First, we need to understand what 'nein' means in German. 2. 'Nein' is a common word in German that directly translates to 'no' in English. 3. Now, let's look at our options:    A. Yes - This is the opposite of what 'nein' means.    B. Hello - This is not related to the meaning of 'nein'.    C. No - This matches exactly with the meaning of 'nein'.    D. Please - This is another unrelated word. 4. Therefore, the correct answer is clearly option C.  The answer is (C) No.",C,C,True,0.962847573,93,140
914,In which city are the Nobel Prizes awarded (except Peace)?,"Let's approach this step-by-step:  1. The question specifically asks about the city where Nobel Prizes are awarded, except for the Peace Prize. 2. We need to recall that the Nobel Peace Prize is awarded in a different location than the other prizes. 3. The other Nobel Prizes (in Physics, Chemistry, Medicine, Literature, and Economic Sciences) are indeed awarded in the same city. 4. The Nobel Foundation has its headquarters in Stockholm, Sweden. 5. The awards ceremony for these prizes takes place at the Stockholm City Hall. 6. The Nobel Peace Prize, however, is awarded in Oslo, Norway.  Therefore, the correct answer is D. Stockholm.  The answer is (D)",D,D,True,0.9830503,96,143
915,What do you call a 14-line poem?,"Let's approach this step-by-step:  1. First, let's consider each option:    A. Ode - This is typically a lyric poem that expresses strong feelings or emotions.    B. Haiku - This is a short form of Japanese poetry consisting of three lines with a 5-7-5 syllable pattern.    C. Limerick - This is a humorous five-line poem with a specific rhythm and rhyme scheme.    D. Sonnet - This is a 14-line poem with a specific rhyme scheme and structure.  2. Now, let's focus on the key information in the question: ""What do you call a 14-line poem?""  3. Looking at our options, only one fits this description perfectly: the sonnet.  Therefore, the answer is (D) Sonnet.",D,D,True,1.14871383,99,168
916,What do herbivores eat?,"Let's approach this step-by-step:  1. First, we need to understand what ""herbivores"" means. Herbivores are animals that feed on plants or plant materials.  2. Now, let's examine each option:    A. Only meat - This is incorrect because herbivores do not eat meat.    B. Both plants and meat - This is also incorrect as it includes both plant and animal matter, which doesn't fit the definition of herbivores.    C. Only plants - This aligns with the definition of herbivores.    D. Only insects - While some herbivores may eat insects, this is too specific and doesn't cover all types of plant matter.  3. Considering the definition of herbivores and the options provided, the most accurate answer is that herbivores eat only plants.  Therefore, the answer is (C) The answer is (C)",C,C,True,1.268405754,96,186
917,What does 'ML' stand for in technology?,"Let's approach this step-by-step:  1. First, we need to consider what 'ML' typically refers to in the context of technology. 2. In technology, 'ML' is commonly used as an abbreviation for a specific field or concept. 3. Looking at the options provided:    A. Machine Logic - This is not a standard term in technology.    B. Multi Learning - While this sounds plausible, it's not the correct term.    C. Machine Language - This usually refers to machine code or assembly language, not a learning process.    D. Machine Learning - This is the most common and accurate term used in technology. 4. Machine Learning is a subset of artificial intelligence that involves algorithms improving their performance at a task through experience.  Therefore, the correct answer is D. Machine Learning.  The answer is (D) Machine Learning.",D,D,True,1.181582413,97,173
918,What does 'blog' originally stand for?,"To determine the correct answer, let's break down each option:  A. Basic Log - This doesn't have any clear connection to the concept of a blog. B. Broad Log - Similarly, this doesn't relate to the meaning of a blog. C. Web Log - This is the most common and accurate term used for blogs, as it refers to logs on the web. D. Binary Log - This term is typically used in database management systems and doesn't relate to blogs.  Given these options, the term that best fits the original meaning of 'blog' is ""Web Log,"" which describes a journal or log published online.  Therefore, the answer is (C) Web Log.",C,C,True,0.956527955,96,139
919,What does 'WWW' stand for?,"Let's approach this step-by-step:  1. The term 'WWW' is commonly used to refer to the internet or web. 2. It was originally an acronym for ""World Wide Web"". 3. Looking at our options, we can see that option A matches this exactly. 4. The other options don't fit the commonly accepted meaning of 'WWW'.  Therefore, the answer is (A) World Wide Web.",A,A,True,0.59892875,99,85
920,What is the capital of Wales?,"Let's approach this step-by-step:  1. First, we need to recall that Wales is one of the countries in the United Kingdom. 2. The capital of a country or region is typically the most important city where government functions are centered. 3. Among the given options, we can eliminate some possibilities:    - Swansea, Newport, and Bangor are all cities in Wales, but they are not the capital. 4. Cardiff is the largest city in Wales and is known to be its capital. 5. This information aligns with widely accepted geographical knowledge.  Therefore, the answer is (B) Cardiff.",B,B,True,0.857079849,91,124
921,What is the name of the famous Greek hero who traveled through many adventures?,"To determine the correct answer, let's consider each option:  A. Achilles - He is known for his role in the Trojan War and his tragic death, but he did not go on many adventures beyond the war itself.  B. Odysseus - He is famous for his long journey home after the Trojan War, detailed in Homer's epic poem ""The Odyssey."" His adventures include navigating treacherous seas, outsmarting gods, and battling monsters.  C. Hercules - Known for his 12 labors, he went on numerous quests to complete these tasks, but he is not primarily known as a traveler through many adventures.  D. Perseus - He is known for his quest to slay the Gorgon Medusa, but he is not typically associated with a series of diverse and widespread adventures like Odysseus.  Given this analysis, the most fitting answer is B. Odysseus, as he is renowned for his many adventures during his journey home.  The answer is (B) Odysseus.",B,B,True,1.433788968,103,211
922,What is the capital of Scotland?,"Let's go through this step-by-step:  1. First, we need to recall that Scotland is one of the countries within the United Kingdom. 2. The capital of a country or region is typically where the government is located and where important national decisions are made. 3. Among the given options, we can eliminate some choices:    - Glasgow is a large city in Scotland but not the capital.    - Aberdeen is also a major city in Scotland but not the capital.    - Dundee is another significant city in Scotland but it's not the capital. 4. The correct answer is Edinburgh, which is known as the capital of Scotland. It's home to the Scottish Parliament and has been the capital since 1437.  Therefore, the answer is (C) Edinburgh.",C,C,True,1.088730549,91,159
923,What is the term for animals that are active at night?,"Let's go through the options step by step:  A. Diurnal - This term refers to animals that are active during the day. B. Crepuscular - This term refers to animals that are active during twilight, which is the period around dawn and dusk. C. Nocturnal - This term refers to animals that are active at night. D. Arboreal - This term refers to animals that live in trees.  Given the definitions, the correct term for animals that are active at night is ""Nocturnal.""  The answer is (C).",C,C,True,0.77810974,101,112
924,What is the name of the Roman king of the gods?,"Let's approach this step-by-step:  1. First, we need to recall the names of the major Roman gods. 2. Mars was the Roman god of war. 3. Neptune was the Roman god of the sea. 4. Pluto was the Roman god of the underworld. 5. Jupiter was the Roman king of the gods and also the god of sky and thunder.  Given these facts, we can see that Jupiter is the only option that fits the description of the ""Roman king of the gods.""  Therefore, the answer is (D) Jupiter.",D,D,True,0.777783629,95,112
925,What is the file extension for a PNG image?,"Let's approach this step-by-step:  1. First, we need to recall what PNG stands for and its purpose:    - PNG stands for Portable Network Graphics.    - It's a raster graphics file format that supports lossless data compression.  2. Now, let's consider each option:    - A. .jpeg: This is the file extension for JPEG images, which use lossy compression.    - B. .gif: This is the file extension for GIF images, which can be animated but also use lossless compression.    - C. .png: This is the correct file extension for PNG images.    - D. .bmp: This is the file extension for bitmap images, which use lossless compression but is not as commonly used as PNG.  3. We can eliminate options A, B, and D because they don't match the description of PNG images.  Therefore, the correct answer is C. .png.  The answer is (C)",C,C,True,1.334105613,97,196
926,What is the capital of Armenia?,"Let's go through the options step by step:  A. Gyumri - This is a city in Armenia, but it is not the capital. It is located in the northwestern part of the country.  B. Vanadzor - Also known as Vorotan, this is another city in Armenia, but it serves as the capital of the Shirak Province, not the national capital.  C. Abovyan - This is a city in Armenia, situated in the central part of the country. It is not the capital.  D. Yerevan - This is the largest city in Armenia and has been the capital since ancient times. It is the center of government, culture, and economy.  Given these facts, the correct answer is D. Yerevan.  The answer is (D)",D,D,True,1.122093415,100,164
927,What does 'ROI' stand for in business?,"Let's approach this step-by-step:  1. First, we need to consider what 'ROI' typically represents in business contexts. 2. In business, ROI is commonly used as a measure of profitability or efficiency. 3. Now, let's look at each option:    A. Return on Investment - This fits perfectly with how ROI is commonly used.    B. Rate of Interest - This doesn't match the common usage in business.    C. Return of Income - While related to income, this isn't the standard term.    D. Rate on Investment - This is close but not the exact term used. 4. The most accurate and widely recognized definition is 'Return on Investment'.  Therefore, the answer is (A) Return on Investment.",A,A,True,1.042748659,101,152
928,What is the name of the hole in the ozone layer above?,"Let's approach this step-by-step:  1. The question is asking about a ""hole in the ozone layer, "" which refers to a specific area where the ozone concentration is significantly lower than normal.  2. We need to consider which of the given options is known for having such an ozone hole.  3. Option A: Antarctica is well-known for having a significant ozone hole over it, particularly during springtime.  4. Option B: The Arctic also experiences ozone depletion, but it's not as pronounced or as large as the one over Antarctica.  5. Options C and D (Sahara and Amazon) are geographical regions and do not have any known ozone holes.  6. While there can be localized ozone depletion in various parts of the world, the term ""hole in the ozone layer"" typically refers to the large-scale depletion that occurs over Antarctica.  Therefore, the answer is (A) Antarctica.",A,A,True,1.248020654,96,183
929,What is the decimal number system based on?,"To determine the correct answer, let's consider the fundamental concept of the decimal number system. The term ""decimal"" itself refers to a base-10 system, which means it uses ten distinct symbols or digits to represent numbers. These digits range from 0 to 9.  Let's review each option:  A. Base 2 - This is the binary number system, which uses only two digits, 0 and 1. B. Base 8 - This is the octal number system, which uses eight digits, 0 through 7. C. Base 10 - This is the decimal number system, which uses ten digits, 0 through 9. D. Base 16 - This is the hexadecimal number system, which uses sixteen digits, typically represented as 0-9 and A-F.  Given this information, the decimal number system is based on base 10.  The answer is (C).",C,C,True,1.294588335,102,190
930,What is a baby bear called?,"Let's approach this step-by-step:  1. First, we need to consider what each term typically refers to in nature:    - Pup: This term is commonly used for young dogs, seals, and some other animals.    - Cub: This term is specifically used for young bears, lions, tigers, and some other large mammals.    - Calf: This term is used for young cattle, sheep, goats, and deer.    - Kit: This term is often used for young foxes, rabbits, and sometimes martens.  2. Now, let's eliminate the options that don't fit:    - We can immediately rule out ""Pup"" and ""Kit"" as they don't refer to young bears.    - ""Calf"" is specific to young cattle and related animals, so it's not correct.  3. The remaining option is ""Cub,"" which is the correct term for a young bear.  Therefore, the answer is (B) Cub.",B,B,True,1.367316711,92,201
931,What social media platform uses a blue bird as its logo (original)?,"Let's approach this step-by-step:  1. First, we need to recall which major social media platforms use birds in their logos. 2. Among the options given, only one uses a bird in its logo - Twitter. 3. The Twitter logo features a blue bird. 4. Let's quickly rule out the others:    - Facebook uses a white ""f"" with a blue background.    - Instagram uses a camera icon.    - LinkedIn uses a linked chain. 5. Therefore, the correct answer must be Twitter.  The answer is (C) Twitter.",C,C,True,0.797683746,97,115
932,What does 'HR' stand for in a company context?,"Let's approach this step-by-step:  1. First, we need to consider what 'HR' typically refers to in a business setting. 2. In most companies, HR is responsible for managing the people aspect of the organization, including recruitment, training, employee relations, and benefits. 3. Now, let's look at each option:    A. Human Resources - This aligns perfectly with the functions described above.    B. Human Relations - While related, this term is less commonly used in a business context.    C. Human Rights - This is about legal and ethical standards, not internal company management.    D. Hiring Resources - This is too narrow and doesn't encompass all aspects of HR. 4. Based on this analysis, the most accurate and widely recognized definition is Human Resources.  Therefore, the answer is (A) Human Resources.",A,A,True,1.174966884,99,172
933,What is the capital of Ivory Coast?,"To determine the correct answer, let's consider each option:  A. Abidjan - This is a major city in Ivory Coast and is known to be an important economic center. B. Bouaké - This is also a city in Ivory Coast but it is not the capital. C. Yamoussoukro - This city is the official capital of Ivory Coast. D. San-Pédro - This is another city in Ivory Coast but it is not the capital.  Given this information, the capital of Ivory Coast is Yamoussoukro, but it's worth noting that Abidjan is the largest city and often considered the de facto capital due to its importance in governance and economy.  The answer is (C) Yamoussoukro.",C,C,True,1.076250178,103,157
934,What do you call the list of chapters at the beginning of a book?,"Let's go through the options step by step:  A. Index - This is a list of words or phrases with their corresponding page numbers, used to quickly locate information within a book. B. Glossary - This is a list of terms with their definitions, often found at the end of a book to explain specialized vocabulary. C. Table of Contents - This is a list of the chapters and sections of a book, showing the page numbers where they start. D. Bibliography - This is a list of sources used in the research for a book or article, not a list of chapters.  Given these descriptions, the correct term for a list of chapters at the beginning of a book is clearly the Table of Contents.  The answer is (C).",C,C,True,1.038338749,102,151
935,What season comes after winter?,"Let's approach this step-by-step:  1. First, we need to recall the sequence of seasons in a typical year. 2. The standard order of seasons in many temperate climates is: Spring, Summer, Autumn (or Fall), Winter. 3. We can see that winter follows autumn, not spring. 4. After winter, the next season in this cycle is spring. 5. Therefore, we can eliminate options A (Autumn) and B (Summer) as they come before winter in the sequence. 6. Option D suggests that there's no clear answer, which isn't accurate since we know the seasons cycle. 7. Option C correctly identifies the season that comes after winter.  The answer is (C).",C,C,True,1.009070144,92,147
936,What is the symbol for oxygen gas?,"Let's approach this step-by-step:  1. We need to identify the correct symbol for oxygen gas from the given options. 2. Oxygen gas is a diatomic molecule, meaning it consists of two atoms bonded together. 3. The chemical symbol for an element is typically written with one or two letters. 4. For most elements, the first letter is lowercase, and if there's a second letter, it's also lowercase. 5. Looking at our options:    A. O - This could be correct as it's the symbol for oxygen.    B. O3 - This represents ozone, not oxygen gas.    C. O2 - This correctly represents a diatomic molecule of oxygen.    D. 2O - While this could represent two oxygen atoms, it's not the standard notation for oxygen gas. 6. The standard chemical formula for oxygen gas is O2, which indicates two oxygen atoms bonded together.  Therefore, the answer is (C) O2.",C,C,True,1.347685928,95,198
937,What is the name of the concluding part of a story?,"Let's analyze each option to determine the correct answer:  A. Climax - This is the point of highest tension or conflict in a story, often considered the turning point where the main conflict reaches its peak.  B. Rising action - This refers to the series of events that build up to the climax of the story.  C. Exposition - This is the initial part of the story where background information is provided, setting the scene for the main plot.  D. Denouement/Resolution - This is the final part of the story where the conflicts are resolved and the story concludes.  Given these definitions, the term that specifically refers to the concluding part of a story where conflicts are resolved and the story ends is the denouement or resolution.  Therefore, the answer is (D) Denouement/Resolution.",D,D,True,1.122549648,102,164
938,How many fingers does a human have on both hands?,"Let's approach this step-by-step:  1. Consider a typical human hand: Each hand has 5 fingers - thumb, index finger, middle finger, ring finger, and little finger.  2. Since we're asked about both hands, we need to double this number.  3. 5 fingers per hand × 2 hands = 10 fingers in total.  4. Now, let's look at the options provided:    A. 8    B. 9    C. 10    D. 12  5. The correct number of fingers on both hands is 10.  Therefore, the answer is (C).",C,C,True,0.936201622,100,136
939,What is the name for a company's official symbol or design?,"Let's approach this step-by-step:  1. First, let's consider what each option means:    - A. Copyright: This refers to the legal right to reproduce and distribute an original work.    - B. Brand: This generally refers to a company's identity, including its name, logo, and other elements.    - C. Logo: This is a specific type of graphic symbol or design used by a company to represent its brand.    - D. Trademark: This is a legal designation that protects words, phrases, symbols, and designs used on goods to identify the source of the goods.  2. Now, let's think about what we're looking for in the question:    The question asks for a company's official symbol or design. This implies something visual and representative of the company.  3. Considering our options:    - Copyright and trademark are legal protections, not necessarily symbols or designs.    - Brand is a broader term that includes logos but isn't specifically a symbol or design itself.    - Logo is exactly what we're looking for – it's a company's official symbol or design.  Therefore, the answer is (C) Logo.",C,C,True,1.599215469,97,236
940,How many letters are in the Hebrew alphabet?,"To determine the correct answer, let's break it down step by step:  1. The Hebrew alphabet, also known as the Aleph-Bet, consists of consonants and vowels. 2. It includes both matres lectionis (consonants that can function as vowels) and true vowel points. 3. The standard Hebrew alphabet has 22 letters, which are used for writing both Hebrew and Yiddish.  Given these facts, we can conclude that the correct number of letters in the Hebrew alphabet is 22.  Therefore, the answer is (B).",B,B,True,0.810958292,100,117
941,What is the capital of Ethiopia?,"Let's go through the options step by step:  A. Dire Dawa - This is a city in eastern Ethiopia, but it is not the capital. B. Gondar - This is a historic city in northern Ethiopia, known for its castles, but it is not the capital. C. Addis Ababa - This is the largest city in Ethiopia and is widely recognized as the capital. D. Mekelle - This is the capital of the Tigray Region in northern Ethiopia, but not the national capital.  Given this information, the correct answer is clearly C. Addis Ababa.  The answer is (C)",C,C,True,0.896944604,99,130
942,What is the capital of Libya?,"Let's approach this step-by-step:  1. First, we need to recall that Libya is a country located in North Africa. 2. The capital of a country is typically the most important city and often serves as the seat of government. 3. Among the given options, we can eliminate some choices:    - Benghazi is a major city in Libya, but it's not the capital.    - Misrata is also a significant city, but it's not the capital.    - Tobruk is another important city, but it's not the capital. 4. The remaining option is Tripoli, which is indeed the capital of Libya. 5. To confirm, we know that Tripoli has been the capital of Libya since 1951, when King Idris I established it as such after gaining independence from Italy.  Therefore, the answer is (C) Tripoli.",C,C,True,1.228163247,94,180
943,What is the only continent with no native snakes?,"To determine the correct answer, let's evaluate each option:  A. Greenland - This is an island and not a continent. It is part of North America and has native snake species.  B. Iceland - This is also an island and not a continent. It does have native snake species, including the adder.  C. Australia - While Australia has many unique snake species, it does have native snakes.  D. Antarctica - This is the only continent that has no native snakes. The cold climate and isolation have prevented snakes from establishing populations there naturally.  Therefore, the answer is (D) Antarctica.",D,D,True,0.837314598,93,121
944,What CSS property changes the background color?,"Let's approach this step-by-step:  1. First, we need to recall the correct CSS property for changing the background color. 2. The correct property is ""background-color"". 3. Now, let's examine each option:    A. bg-color - This is not a standard CSS property.    B. background - While this can be used as a shorthand property, it doesn't specifically target the background color alone.    C. background-color - This matches our recollection of the correct property.    D. back-color - This is also not a standard CSS property. 4. Among these options, only ""background-color"" is the correct and standard CSS property for changing the background color.  Therefore, the answer is (C).",C,C,True,1.02263143,94,149
945,What is the surface of the US Open tennis tournament?,"To determine the correct answer, let's consider the characteristics of each surface:  A. Grass - The US Open was played on grass courts from 1980 to 1986. B. Clay - This is more commonly associated with tournaments like the French Open. C. Hard court - Most modern Grand Slam tournaments, including the US Open, use hard courts. D. Carpet - This is not used for any major tennis tournaments due to its inconsistency and high maintenance costs.  Given that the US Open has been using hard courts since 1987, the current surface for the US Open is hard court.  The answer is (C).",C,C,True,0.916739582,95,133
946,What is the theme of a story?,"To determine the correct answer, let's analyze each option:  A. The main characters - While characters play a crucial role in a story, they do not define the theme. The theme is more about the underlying message or idea.  B. The setting - The setting provides the backdrop for the story but does not convey the central message or idea.  C. The plot summary - A plot summary describes what happens in the story but does not capture the deeper meaning or message.  D. The central message or idea - This directly relates to the theme of a story. The theme is the underlying message or the main idea that the author wants to convey through the story.  Given this analysis, the correct answer is:  The answer is D.",D,D,True,1.009788773,100,147
947,In which year was the first iPhone released?,"To determine the correct answer, let's consider the timeline of Apple's product releases:  1. The first iPhone was announced on January 9, 2007. 2. It was officially released to the public on June 29, 2007.  Given these dates, we can see that the first iPhone was released in 2007.  Now, let's look at the options provided: A. 2005 B. 2008 C. 2006 D. 2007  The correct year based on the information is 2007.  Therefore, the answer is (D).",D,D,True,0.970047137,108,141
948,What instrument is used to measure wind speed?,"Let's go through the options step by step:  A. Barometer - This instrument is used to measure atmospheric pressure, not wind speed. B. Anemometer - This instrument is specifically designed to measure wind speed. C. Thermometer - This instrument measures temperature, not wind speed. D. Hygrometer - This instrument measures humidity in the air, not wind speed.  After evaluating each option, it is clear that the correct instrument for measuring wind speed is the anemometer.  The answer is (B).",B,B,True,0.731767351,98,105
949,What is the capital of Azerbaijan?,"Let's approach this step-by-step:  1. First, we need to recall that Azerbaijan is a country located in the South Caucasus region. 2. The capital of a country is typically its most important city, often serving as the political, economic, and cultural center. 3. Among the given options, we can eliminate some possibilities:    - Ganja, Sumgayit, and Lankaran are all cities in Azerbaijan, but they are not the capital. 4. Baku is the largest city in Azerbaijan and has been its capital since 1591. 5. This long-standing status as the capital is a strong indicator that Baku is indeed the correct answer.  Therefore, the answer is (D) Baku.",D,D,True,1.028872321,96,150
950,What does 'podcast' originally stand for?,"To determine the correct answer, let's break down each option:  A. Public On Demand Cast - This doesn't seem to be a commonly recognized term or acronym related to podcasts.  B. iPod + broadcast - This is a plausible option because the term ""podcast"" was popularized when Apple introduced the iPod, and it combined the idea of listening to content on an iPod with traditional broadcasting methods.  C. Portable On Demand Casting - This doesn't fit well as a term for podcasts, as it seems to mix up the concepts of portability and casting.  D. Personal On Demand Content - While this describes what a podcast is, it doesn't follow the pattern of combining words or terms like the other options.  Given these considerations, the most likely origin of the term ""podcast"" is from combining ""iPod"" and ""broadcast,"" which aligns with option B.  The answer is (B).",B,B,True,1.248341129,104,183
951,What is the name of the Greek god of the sea?,"Let's approach this step-by-step:  1. First, we need to recall the roles of the gods in Greek mythology. 2. Zeus is the king of the gods and ruler of the sky. 3. Hades is the god of the underworld. 4. Apollo is the god of music, prophecy, and light. 5. Poseidon is known as the god of the sea, earthquakes, and horses.  Given these associations, we can see that Poseidon is specifically linked to the sea.  Therefore, the answer is (D) Poseidon.",D,D,True,0.777735628,97,112
952,What country is Angkor Wat located in?,"Let's approach this step-by-step:  1. First, we need to recall where Angkor Wat is located. 2. Angkor Wat is one of the most famous historical sites in Southeast Asia. 3. It's known for its massive size and intricate carvings. 4. The name ""Angkor"" itself is from the Khmer language, which is spoken in Cambodia. 5. Historically, the Khmer Empire, which built Angkor Wat, was centered in what is now Cambodia. 6. None of the other countries listed (Vietnam, Thailand, or Laos) have any significant historical connection to the construction of Angkor Wat.  Based on this reasoning, the correct answer is clearly Cambodia.  The answer is D.",D,D,True,1.022940481,92,149
953,What is the file extension for an Excel file?,"Let's go through the options step by step:  A. .excl - This is not a valid file extension for Excel files. It appears to be a misspelling of "".xls"".  B. .xls or .xlsx - This is correct. Microsoft Excel uses these extensions for its files. .xls is used for older versions of Excel files, while .xlsx is used for newer versions that support more features.  C. .sprsh - This is not a valid file extension for Excel files. It does not correspond to any known Excel file extension.  D. .calc - This is the file extension used by the LibreOffice Calc spreadsheet program, not Microsoft Excel.  Given this analysis, the correct answer is:  The answer is (B) .xls or .xlsx",B,B,True,1.068889205,102,156
954,In which fictional city does Batman live?,"Let's approach this step-by-step:  1. First, we need to recall the setting of Batman from popular culture. 2. Batman is a well-known superhero character from DC Comics. 3. The most famous and long-standing setting for Batman is Gotham City. 4. While other cities like Metropolis (home of Superman) and Star City (home of Green Arrow) exist in the DC universe, they are not associated with Batman. 5. Central City, while it exists in the DC universe, is not typically linked to Batman.  Given these points, the correct answer is clear.  The answer is D. Gotham City.",D,D,True,0.870673647,95,126
955,What is the charge of an electron?,"To determine the correct answer, let's consider the fundamental properties of electrons:  1. Electrons are subatomic particles that carry a negative electric charge. 2. This charge is consistent and does not change under normal circumstances. 3. The charge of an electron is always negative.  Given these points, we can match the options to the correct property of electrons:  A. Positive - Incorrect, as electrons have a negative charge. B. Negative - Correct, as electrons do indeed have a negative charge. C. No charge - Incorrect, as electrons do have a charge. D. Variable - Incorrect, as the charge of an electron remains constant.  Therefore, the answer is (B) Negative.",B,B,True,0.956200253,92,139
956,What is the name of the boy who never grows up in J.M. Barrie's story?,"Let's approach this step-by-step:  1. The question is asking about a character from J.M. Barrie's story. 2. We need to identify which of the given options is the character who never grows up. 3. Let's consider each option:    - Pinocchio: This character is from Carlo Collodi's story, not J.M. Barrie's.    - Peter Pan: This character is indeed from J.M. Barrie's ""Peter Pan.""    - Tom Sawyer: This character is from Mark Twain's stories, not J.M. Barrie's.    - Oliver Twist: This character is from Charles Dickens' novel, not J.M. Barrie's. 4. Among these options, only Peter Pan fits the criteria of being from J.M. Barrie's story and being a character who never grows up.  Therefore, the answer is (B) Peter Pan.",B,B,True,1.261557435,108,185
957,What is the name of the award for the best player in the FIFA World Cup?,"To determine the correct answer, let's analyze each option:  A. Golden Boot - This award is given to the top scorer in the tournament, not the best overall player. B. Golden Glove - This award typically goes to the best goalkeeper in the tournament, not the best overall player. C. Ballon d'Or - While this is a prestigious individual award given to the best male player in the world, it is not specific to the FIFA World Cup. D. Golden Ball - This term is often used to refer to the award given to the best player in the tournament, which is the Golden Ball itself.  Given these explanations, the correct answer is the one that specifically refers to the best player in the FIFA World Cup, which is the Golden Ball.  The answer is (D).",D,D,True,1.102686871,108,161
958,What is the term for animals that live in water?,"Let's approach this step-by-step:  1. First, let's consider each option:    A. Terrestrial - This refers to animals that live on land.    B. Arboreal - This refers to animals that live in trees or forests.    C. Fossorial - This refers to animals that live underground or burrow.    D. Aquatic - This refers to animals that live in water.  2. Now, let's think about what the question is asking:    The question specifically asks for the term used to describe animals that live in water.  3. Looking at our options, we can see that only one directly relates to living in water:    D. Aquatic  4. To confirm, we can quickly review the other terms:    - Terrestrial doesn't fit because it means ""on land""    - Arboreal doesn't fit because it means ""in trees""    - Fossorial doesn't fit because it means ""underground""  Therefore, the correct answer is D. Aquatic.  The answer is (D)",D,D,True,1.453572554,99,214
959,Who wrote '1984'?,"Let's approach this step-by-step:  1. First, we need to recall who wrote '1984'. 2. '1984' is a famous dystopian novel about a totalitarian society. 3. The author of this book is George Orwell. 4. We can eliminate the other options:    - Aldous Huxley wrote 'Brave New World'    - Ray Bradbury wrote 'Fahrenheit 451'    - H.G. Wells wrote 'The War of the Worlds' among others  Therefore, the correct answer is C. George Orwell.  The answer is (C)",C,C,True,0.870806133,102,126
960,What is the name for the main idea of a paragraph?,"Let's think through this step-by-step:  1. First, we need to understand what each option means:    - A topic sentence is typically the first sentence of a paragraph that introduces the main idea.    - A thesis statement is usually found in an essay introduction and presents the main argument or point.    - A summary is a brief statement of the main points of something.    - A conclusion is a statement that wraps up the main ideas of a paragraph or essay.  2. Now, let's consider which term best fits as the main idea of a paragraph:    - The main idea of a paragraph is the central thought or point it aims to convey.    - This aligns most closely with the definition of a topic sentence, which introduces the main idea of a paragraph.  3. While a thesis statement is important for an entire essay, not just a single paragraph, and a summary and conclusion are used to wrap up information rather than introduce it, the topic sentence specifically serves to introduce the main idea of a paragraph.  Therefore, the answer is: The answer is (A) Topic sentence.",A,A,True,1.50682937,97,222
961,What is the world's largest fish?,"To determine the correct answer, let's consider each option:  A. Great White Shark - While the Great White Shark is one of the largest predatory sharks, it does not hold the title for the world's largest fish.  B. Whale Shark - The Whale Shark is known to grow to very large sizes, often reaching lengths of up to 40 feet (12 meters) and weighing over 20 tons. It is recognized as the world's largest fish.  C. Basking Shark - The Basking Shark can grow quite large, but it is second in size to the Whale Shark, typically reaching lengths of around 30 feet (9 meters).  D. Manta Ray - Manta Rays are also very large, but they do not reach the same size as the Whale Shark. They can grow to about 22 feet (6.7 meters) in width but are not considered the world's largest fish.  Given this information, the correct answer is:  The answer is (B) Whale Shark.",B,B,True,1.40008497,98,206
962,What is the symbol for lead on the periodic table?,"Let's approach this step-by-step:  1. The periodic table is a tabular arrangement of chemical elements, ordered by their atomic number, electron configurations, and recurring chemical properties.  2. Lead is a well-known element with a specific position on the periodic table.  3. To identify the correct symbol, we need to recall or look up the standard symbol for lead.  4. Looking at the options provided:    A. Le - This is not the correct symbol for lead.    B. Pb - This is the correct symbol for lead.    C. Ld - This is not the correct symbol for lead.    D. La - This is the symbol for lanthanum, not lead.  5. The symbol Pb is widely recognized as the standard symbol for lead in scientific and educational contexts.  Therefore, the answer is (B) Pb.",B,B,True,1.174968792,95,172
