ID,Problem,Ground Truth,Category,Correct_qwen,Latency_qwen,Input Tokens_qwen,Output Tokens_qwen,Correct_gpt5,Latency_gpt5,Input Tokens_gpt5,Output Tokens_gpt5
6888,Which is the best way to describe the AS curve in the long run?,G,economics,True,2.163135164,183,320,True,4.047167179,162,208
6889,Expansionary monetary policy is designed to,H,economics,True,3.169874696,258,470,True,5.313295806,235,258
6890,What is the main contrast between the short-run and long-run Phillips curve?,D,economics,True,2.322570324,308,342,True,7.262961309,285,519
6891,Which of the following statements is true?,D,economics,True,3.153387405,220,469,True,11.809499696,195,909
6892,If nominal GDP equals $5000 and real GDP equals $4000 then the GDP Deflator equals,B,economics,True,1.351966587,159,198,True,4.844308644,121,247
6893,Suppose a nation is experiencing an annual budget surplus and uses some of this surplus to pay down part of the national debt. One potential side effect of this policy would be,C,economics,True,2.883806357,152,429,True,13.82736329,128,979
6894,In a given period the average price level in the country of Sherwood tripled and Robin's income increased from $30000 to $60000. What happened to Robin's nominal and real income? Nominal Income     Real Income,F,economics,False,1.645272134,297,240,True,8.714471215,262,604
6895,If nominal GDP equals $6000 and the GDP deflator equals 200 then real GDP equals,J,economics,True,1.394485187,179,204,True,2.643476264,132,182
6896,Suppose yesterday the euro was trading on the foreign exchange market at $1.36 U.S. and today it is trading at $1.40 U.S. Which of the following is true?,F,economics,True,2.708545715,218,402,True,7.536412334,193,592
6897,What is the main difference between the short-run and long-run Phillips curve?,B,economics,True,1.457903932,272,212,True,2.279625693,249,128
6898,If interest rates rise relatively more in country A than in country B then the value of country A's currency will,C,economics,True,2.926005814,167,435,True,5.137159369,143,296
6899,Which of the following is an example of capital as an economic resource?,I,economics,True,2.081347416,151,308,True,11.051464683,128,592
6900,"At a Nash equilibrium,",C,economics,True,2.635191438,206,391,True,5.471841317,182,461
6901,Which of the following is a characteristic of perfect competition?,B,economics,False,1.811790975,184,267,True,7.82365748,156,466
6902,"If corn is produced in a perfectly competitive market and the government placed a price ceiling above equilibrium, which of the following would be true?",I,economics,False,3.279045958,223,488,True,5.791014439,200,272
6903,"At the birthday party of your best friend, you see Skylar help himself to a second piece of cake. For this individual, it must be the case that",D,economics,True,1.875933475,163,277,True,6.988834276,140,336
6904,Which of the following is true about the pure public good?,G,economics,False,2.961191972,237,440,False,7.495032155,214,656
6905,"When a perfectly competitive labor market is in equilibrium,",I,economics,False,3.086297687,200,459,False,9.992911503,175,784
6906,"If the government wants to establish a socially optimal price for a natural monopoly, it should select the price at which",E,economics,False,2.163597122,191,320,True,9.179123067,168,528
6907,"When opportunity cost is constant across all production levels, the productions possibilities frontier is",I,economics,False,1.911349086,180,282,True,6.394558949,157,400
6908,"Which of the following features of financial asset return time-series could be captured using a standard GARCH(1,1) model?  i) Fat tails in the return distribution   ii) Leverage effects   iii) Volatility clustering   iv) Volatility affecting returns",C,economics,True,2.138742713,247,316,True,6.459252149,224,336
6909,Under which of the following situations would bootstrapping be preferred to pure simulation?  i) If it is desired that the distributional properties of the data in the experiment  are the same as those of some actual data   ii) If it is desired that the distributional properties of the data in the experiment  are known exactly   iii) If the distributional properties of the actual data are unknown   iv) If the sample of actual data available is very small,C,economics,False,2.235320782,283,329,True,7.459356515,260,528
6910,Suppose that the Durbin Watson test is applied to a regression containing two explanatory variables plus a constant with 50 data points. The test statistic takes a value of 1.53. What is the appropriate conclusion?,J,economics,False,3.378859373,224,503,True,31.140737334,201,1455
6911,Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?,F,economics,True,2.284180729,230,338,True,7.921193648,207,592
6912,Which one of the following factors is likely to lead to a relatively high degree of out-of-sample forecast accuracy?,B,economics,False,2.502770256,209,371,True,7.322352395,187,464
6913,"If a series, y, follows a random walk with drift b, what is the optimal one-step ahead forecast of the change in y?",C,economics,False,3.81044322,220,568,True,15.570252247,202,912
6914,Consider the following model for $y_t$:  $y_t = \mu + \lambda t + u_t$  Which one of the following most accurately describes the process for $y_t$?,F,economics,True,3.025449702,185,450,True,7.685005564,162,518
6915,"Suppose that we are interested in testing the null hypothesis that a GARCH(2,2) model can be restricted to a process with a constant conditional variance using the likelihood ratio test approach. Which of the following statements are true?",C,economics,True,3.724441678,226,555,True,9.639852262,198,720
6916,Which of the following could be used as a test for autocorrelation up to third order?,G,economics,True,2.461085472,169,365,True,5.679762147,142,464
6917,"If OLS is applied separately to each equation that is part of a simultaneous system, the resulting estimates will be",J,economics,False,2.504170025,198,371,True,17.904453904,175,481
6918,What is meant by `consumer sovereignty'?,A,economics,True,1.557414293,279,227,True,3.063350513,256,144
6919,How does the price system help allocative efficiency? Explain how prices can act as 'feedback mechanism' to offset the depletion of resources?,A,economics,True,2.528887427,303,373,True,7.022428329,280,522
6920,How does pure capitalism determine what goods are to be produced?,B,economics,True,1.457608894,135,214,True,2.641369004,112,144
6921,Economists construct models for use as tools in interpret-ing andpredicting economic behavior. What are some of the dangersin the use of models?,A,economics,True,1.778597529,165,262,True,2.473928215,140,80
6922,List the three main characteristics of monopolistic competition and discuss briefly the implications of these characteristics.,A,economics,True,1.915092933,137,283,True,9.333100321,114,628
6923,The production of a unit of good Y requires the employment of 3 workers and 7 units of capital. The going wage is $4. The rent on a unit of capital is $1. What should be the marginal physical product of capital in order for the production to be carried out at the least cost and what is this cost if the marginal physical product of labor is $2?,B,economics,True,2.940638672,325,435,True,14.954477644,290,1054
6924,Relate the principle of comparative advantage to the concept of opportunity cost.,A,economics,True,1.955155151,150,289,True,4.653078775,127,208
6925,Most discussions of growth focus on the supply aspect of growth. Explain how unemployment due to lack of demand for goods can affect growth.,C,economics,True,1.829500365,155,270,True,4.112646023,132,257
6926,"Why is it that on the whole, international stabilization schemeshave been only moderately successful in their at-temptsto stabilize prices of various products such as wheat, rice, sugar and coffee?",D,economics,True,1.676742727,153,247,True,7.672663665,129,307
6927,What is meant by psychic income?,E,economics,False,1.988508369,158,294,True,3.075222384,136,144
6928,"lf American agriculture is the most efficient in the world, could the United States still import food?",B,economics,True,1.835515556,144,271,True,3.94702738,121,208
6929,"Suppose a bank has made a total of $100,000 in loans and still has excess reserves of $25,000. If the required re-serve ratio is 10%, how much must the bank's demand deposit liabilities be? Assume that other liabilities and net worth are just matched by assets other than loans and reserves.",B,economics,False,4.110909361,250,613,True,8.326549687,179,602
6930,What do property rights have to do with growth?,G,economics,True,2.556400629,226,379,True,4.06702155,204,272
6931,Define Gross National Product (GNP).,C,economics,False,2.366595245,271,349,False,6.648870878,244,272
6932,Define income inequality.,I,economics,False,1.813067836,226,267,True,8.040855207,203,336
6933,"A security has a maturity value of $ 100,000; its coupon rate is 4% and its yield is required to be 8%. What would a buyer pay for this security if the security is due 5 years from now?",C,economics,True,4.87477439,228,728,True,15.060157545,169,941
6934,Suppose a bank acquires an additional $ 1 of deposits and no required reserve ratio exists. By how much could this one dollar deposit theoretically expand the money supply?,E,economics,True,1.166380101,160,170,True,4.395287771,130,208
6935,What are the three types of budget used by theU.S. govern-ment? Indicate the reason for their existence. Which isthe most indicative of macroeconomic policy problems?,G,economics,False,3.107414073,228,462,True,5.126516271,206,336
6936,If four firms in a competitive industry have supply schedules givenby the following equations: Q_1^S = 16 + 4PQ_3^S = 32 + 8P Q_2^S = 5 - 5PQ_4^S = 60 - 10P What is their combined supply?,E,economics,True,2.109589975,301,310,True,11.576821404,252,798
6937,"State one important reason why Smith's principle of the ""invisible hand"" does not assure the ""perfect functioning,"" without government intervention, of the U.S. economy today.",E,economics,False,2.562782973,234,380,True,13.743332474,214,912
6938,"Why are United States coins called ""token money""?",D,economics,True,2.477293324,217,367,True,4.758606135,191,272
6939,"Why is the Wagner Act (officially the National Labor Relations Act), considered to be ""labor's Magna Charta""?",H,economics,True,1.780122284,227,262,True,5.65873975,202,336
6940,"Suppose that the public wishes to hold 15 percent of its total money balances as cash, the remainder in the form of bank deposits, and banks hold cash reserves equal to 12 per-cent of the deposits. What total amount of cash will be re-quired, for use both by the banks and the public, for a total money supply of $ 200 billion?",B,economics,True,2.390713944,231,354,True,6.001767946,192,272
6941,What is the difference between monopoly and monopsony?,J,economics,True,2.688273429,313,397,True,6.383157884,258,336
6942,"In the extreme case, $ 1,000 of new reserves put into a bank will ultimately result in an increase of $ 5,000 of bank de-posits, assuming that the reserve ratio is 20%. But in reality this is rarely the case. What stops the extreme case from being realized?",B,economics,True,2.463236551,194,365,True,10.06063172,165,656
6943,What contribution did Lenin make to Marxist economic theory?,F,economics,False,2.068757281,159,306,True,6.71533633,139,333
6944,The Federal Reserve's most important control instrument is open-market operations. How is it that selling government bonds can reduce bank reserves?,A,economics,True,3.930277405,241,586,True,6.376022865,218,400
6945,"Sigma Corporation is studying the following production meth-odtogether with its various input combinations that will produce10 dozen pairs of shoes per day. Production Method Quantity of Shoes Produced per day ( in dozens ) Number of Shoe Workers ( in 8-hours day) Number of Shoe making Machines ( in 8-hours day) alpha beta gamma delta epsilon 10 10 10 10 10 30 25 22 20 20 10 7 5 6 5 Management has also determined that the precise relationshipamong shoe workers (W), the shoemaking machinery(M) and the quantity of shoes produced (S) to be: S =\surd(W \textbullet M ) whereshoe output will be measured in numbers of pairs of shoesper day and the inputs on the basis of a standard 8 hour day. Which of the five different production methodsshould managementchoose so that it will be technically efficient andconsequently efficient with the production func-tion?",D,economics,False,4.778644743,374,711,True,22.16574365,338,1680
6946,"Distinguish economic goods from free goods, and give an example of each.",H,economics,True,3.958878093,359,588,True,10.095799297,337,528
6947,"What does the Harrod-Domar model, taken with the Keynesian theory of savings, imply for the growth rates of poor countries?",I,economics,False,3.31343772,222,493,True,10.351760696,198,720
6948,"What, if any, are the differences between thenatureof demandfor land and, say, the nature of demand for cars?",D,economics,True,3.276825113,280,486,True,11.909987901,256,656
6949,What is the advantage of using money in trade as compared tobarter trade?,H,economics,True,2.10501235,222,311,True,5.187017142,199,272
6950,What is credit?,J,economics,True,1.851451106,183,273,True,4.04734873,159,208
6951,"Assume that A. T. Hun's marginal propensity to save = marginal propensity to consume. If he makes an extra $1000 this year, and this increase in his income does not changehis marginal propensities, how much of this $1000 willMr. Hun save?",J,economics,True,1.858823784,199,274,True,7.289254346,152,464
6952,What is a command Economy?,F,economics,True,1.451492631,269,211,True,6.113457131,246,258
6953,Why do economists stress the cross-elasticitiesbetween different factors of production?,I,economics,True,3.067732732,253,456,True,2.436774963,227,144
6954,"What is meant by ""economic resources"" or ""factorsof production""? Name three categories of resources.",I,economics,True,2.408563631,181,357,True,4.961527812,157,288
6955,Which of the following is included in U.S. GDP? I.   The market value of movies made in Africa by U.S. citizens II.   The market value of olive oil made in Italy and sold in the United States. III.   The market value of blue jeans made in the United States and sold in Japan IV.   The market value of wine made in the United States by Canadian citizens,G,economics,False,1.647634375,220,242,True,7.692972646,197,526
6956,In what ways is contractionary fiscal policy in the United States likely to affect domestic interest rates and the international value of the dollar?,H,economics,False,1.979085432,226,292,True,7.303753485,200,464
6957,The effect of the spending multiplier is lessened if,C,economics,False,3.352705331,219,499,True,5.625365242,196,400
6958,If XYZ Corporation buys an original Matisse painting to hang in its board room then,B,economics,False,3.260106296,221,485,True,9.368480715,199,574
6959,The appropriate fiscal policy to remedy a recession is to,G,economics,True,1.731845452,170,255,True,6.649769416,147,396
6960,If the economy were experiencing a recessionary gap choose the option below that would be an appropriate fiscal policy to eliminate the gap and the predicted impact of the policy on real GDP and unemployment. FISCAL POLICY     REAL GDP     UNEMPLOYMENT,D,economics,False,3.62928129,272,539,True,7.906522337,248,326
6961,In 2004 the United States had a trade deficit of $603 billion; therefore,E,economics,True,3.291785021,207,490,True,14.338742571,172,784
6962,Suppose the exchange rates are 0.5 British Pound per dollar; 10 Mexican Pesos per dollar; and 100 Chinese Yuan per dollar. Further suppose that a Big Mac costs 3 dollars in America; 2 pounds in England; 50 pesos in Mexico; and 200 yuan in China. In which country is a Big Mac most expensive?,C,economics,True,2.46107831,169,365,True,7.81620326,140,464
6963,Which of the following is a consequence of removal of a protective tariff on imported steel?,E,economics,False,2.528175272,183,375,True,29.037505558,160,1616
6964,The aggregate demand curve has a negative slope in part because when the price level increases,F,economics,False,2.259676291,129,335,True,5.868094312,106,592
6965,You buy 100 shares in XYZ Corporation on the Internet and your broker charges you $29.95.,B,economics,False,3.280876044,253,488,True,4.232734072,216,272
6966,If the marginal propensity to consume is 0.8 what is the largest total increase in GDP that can result from $500 of new spending?,A,economics,False,1.898482596,178,280,True,3.128035703,133,144
6967,Which of the following will shift the demand curve for the Mexican peso to the left?,C,economics,True,3.064706666,176,456,True,10.795690364,153,628
6968,"Which of the following statements would ""supply-side"" economists disagree with?",A,economics,False,1.792474041,190,264,False,30.017561114,169,1424
6969,Which of the following could limit the ability of a central bank to conduct expansionary monetary policy?,E,economics,False,2.485932938,151,369,True,22.490361364,128,912
6970,In a private closed economy which of the following statements is true?,B,economics,False,2.561312268,188,380,False,34.791095834,165,1898
6971,If the CPI goes to 150 from 120 then prices have,J,economics,False,1.730150089,162,255,True,3.408585588,126,144
6972,The GDP Deflator I. is used to calculate inflation rates. II. is an alternative to the CPI. III. is more accurate than the CPI.,B,economics,True,2.107992843,163,312,True,4.758888751,140,272
6973,For a given level of government spending the federal government usually experiences a budget____during economic____and a budget ______during economic_______.,F,economics,False,2.233468311,164,331,False,3.935030161,140,208
6974,A decrease in the price of a particular product will result in,A,economics,True,2.952535136,169,439,True,6.786749748,146,400
6975,What is one reason why the government discourages collusion between large firms in the same industry?,E,economics,True,2.563219438,249,380,True,8.311441039,227,599
6976,"If the demand for grapes increases simultaneously with an increase in the supply of grapes, we can say that",B,economics,True,1.700361653,207,250,True,11.101887295,184,260
6977,"With the presence of a positive externality, which of the following would correct the externality?",I,economics,True,2.910051913,152,433,True,16.542888441,129,528
6978,Which of the following is not among the methods unions use to increase wages?,G,economics,True,3.165817626,182,471,True,10.010303975,156,711
6979,"If total product of labor is rising at an increasing rate,",E,economics,True,3.059046005,175,455,True,10.958914181,152,519
6980,Which of the following is true?,G,economics,True,3.345766866,216,498,False,11.260965325,193,722
6981,The sales tax that you pay at the grocery store is commonly labeled a,J,economics,False,3.228113773,136,481,False,38.379290182,113,2256
6982,"Nancy has the choice to spend one hour studying for an exam, mowing the lawn for one hour at a wage of $6, or babysitting her niece for one hour at a wage of $8. If we know that Nancy has chosen to study for the exam, which of the following is true?",H,economics,False,2.980061642,310,441,True,38.852995879,283,2347
6983,The market demand curve for labor will shift to the right when,B,economics,True,1.897926783,170,280,True,12.47582484,147,848
6984,"Unlike a perfectly competitive firm, a monopoly",F,economics,False,3.397239102,185,506,True,15.913607352,162,801
6985,The basis for the answer in number 1 is,B,economics,False,2.300484296,149,341,True,20.489826802,126,1005
6986,The demand curve for labor is derived from,A,economics,False,2.176517819,178,322,True,8.349269422,155,427
6987,Which of the following is true about the relationship of the average total cost (ATC) curve and the marginal cost (MC) curve?,H,economics,True,3.359925468,253,500,True,3.650716004,230,193
6988,"Which of the following statements are true concerning the standardised residuals (residuals divided by their respective conditional standard deviations) from an estimated GARCH model?  i) They are assumed to be normally distributed   ii) Their squares will be related to their lagged squared values if the GARCH model is  appropriate   iii) In practice, they are likely to have fat tails   iv) If the GARCH model is adequate, the standardised residuals and the raw residuals  will be identical",E,economics,False,1.74533182,289,255,True,14.150259216,269,976
6989,Which of the following is a DISADVANTAGE of using pure time-series models (relative to structural models)?,A,economics,False,1.590203034,136,234,True,5.546971464,113,272
6990,"Which of the following assumptions are required to show the consistency, unbiasedness and efficiency of the OLS estimator?  i) $E(u_t) = 0$   ii) $\text{Var}(u_t) = \sigma^2$   iii) $\text{Cov}(u_t, u_{t-j}) = 0 \forall j$   iv) $u_t \sim N(0, \sigma^2)$",D,economics,True,2.554170039,282,377,True,17.755524047,258,912
6992,"Suppose that we have estimated a GARCH model for daily equity returns, and we are interested in producing a 10-day forecast of the volatility (measured by the standard deviation of returns) for use in a value at risk model. How could such a forecast most validly be calculated?",F,economics,False,3.470418836,391,513,True,20.464757826,356,985
6993,Briefly enumerate two reasons why the supply curves of the farmersare relatively inelastic.,D,economics,True,2.056965312,174,304,True,11.634175486,151,598
6994,What gives rise to the difference in the aggregate demand for a nontrading or closed economy from a trading or open economy?,F,economics,True,2.720144433,182,404,True,4.199731655,160,272
6995,Suppose there is a poll tax of $2 per head. How is this a regressive tax?,G,economics,False,2.064613844,189,305,True,9.197744597,162,457
6996,Characterize and differentiate capital widening from capi-tal deepening.,A,economics,False,3.099592671,426,457,True,13.126798637,402,784
6997,"What is the importance of the so-called ""rule of 70""?",F,economics,True,2.404480596,231,356,True,8.25022657,201,528
6998,"Suppose a bank has $250,000 in deposits, and $10,000 in ex-cess reserves. If the required reserve ratio is 20%, what are the bank's actual reserves?",H,economics,True,1.40251292,216,205,True,2.849019453,153,185
6999,Why is it difficult sometimes to definemonopolistically competitive industries?,A,economics,True,2.315533362,175,343,True,5.453644174,152,336
7000,"Suppose an economy possesses presently 60 million automo-biles; and that each automobile must be replaced every 5 years. Suppose also that the present population of 240 million people grows 2% per year. Calculate on the basis of these data, all other things remaining equal, the expected demand for automobiles for this year.",H,economics,False,2.463345437,229,365,True,8.631484035,194,464
7001,How are productive resources allocated in theSoviet econ-omy ? How does this differ from market allocation?,C,economics,False,2.174843949,271,320,False,7.780950358,247,464
7002,What is disposable income? What is disposable income?,C,economics,True,1.951715091,200,288,True,1.699225236,176,80
7003,"If members of the economy wish to hold money balances equalto 5 weeks of expenditure, and all income is spent, whatwill be the desired level of money balances when aggregateincome is $1,600 billion per annum?",A,economics,True,2.1848633,227,323,True,17.430345063,169,1035
7004,"Define tariffs, and differentiate revenue tariffs from protective tariffs.",G,economics,True,2.228026833,279,328,True,7.960784678,255,272
7005,Differentiate tariffs from quotas as barriers to free trade.,I,economics,True,2.176790188,308,320,True,4.329832357,284,144
7006,"Classical and neoclassical (marginalist) theorists have usually supported the market system of allocation. Be-cause of this, they usually opposed government inter-vention in the economy . Keynes advocated government inter-vention. Does this mean he was against the market economy?",J,economics,True,2.453020092,269,362,True,3.445680508,247,208
7007,How are craft unions different from industrial unions?,B,economics,True,2.054891633,262,302,True,8.934144062,238,592
7008,What are some reasons why there has been a relativeshift fromfarming?,E,economics,True,2.017484603,172,298,True,12.952391251,149,848
7009,"The following is a list of national income figures for a given year (amount in billions of dollars) : Gross national product (GNP)$1,692 Transfer payments232 Indirect business taxes163 Personal taxes193 Capital consumption allowance180 Undistributed corporate profits18 Social security contributions123 Corporate income taxes65 a) Compute the Net national product (NNP) b) Determine National income (NI) c) Determine Personal income (PI) d) Compute Disposable income",D,economics,True,5.254032889,773,775,True,11.484914241,657,695
7010,What is meant by consumers' surplus?,E,economics,True,2.828062882,223,420,True,2.982876874,200,144
7011,What is the difference in the way prices are determinedin centrallyplanned vs. capitalist economies? What consequencesdoes this difference have in terms of the functionprices perform in the two systems?,I,economics,True,2.456909637,324,362,True,14.107947732,298,644
7012,"John Maynard Keynes actively supported direct government intervention in the economy. In particular, he advocated deficit spending as a means to end the Great Depression because he thought business was not investing enough, even with low interest rates to maintain national income and employment at their pre-Depression levels. Why did busi-ness , in the view of Keynes, fail to invest in response to the low interest rates?",B,economics,True,3.032276863,292,449,True,5.696458669,269,336
7013,Why is the danger inherent in the issuance of fiat money?,B,economics,True,2.336692987,190,346,True,3.298267086,167,208
7014,How would Monetarists stabilize the fluctuations of the economy ?,B,economics,True,2.461690613,168,365,True,3.236839854,144,144
7015,"One aspect of Marxian economics is that some of the pre-dictions of Marx were proven wrong. As a result of this, some radical economists have only adopted the tools of Marxian analysis, without necessarily accepting Marx's con-clusions . In the nineteenth century, other Marxists became 'revisionists'. Explain briefly what distinguishes a re-visionist from a Marxist.",E,economics,True,3.305397397,309,490,True,6.547545067,287,464
7016,"Explain why the average fixed cost curve (AFC) slopes down-ward throughout, while the average variable cost curve (AVC) slopes down at first, but then turns upward.",F,economics,True,2.677114585,383,395,True,15.248651119,361,431
7017,"After the initial rejection of monetary policy by Keynesians, why did they change their minds and include both monetary and fiscal policy as policy options?",H,economics,False,2.795126142,226,415,True,7.130282828,203,451
7018,How does the acceleration principle affect thebusiness cycle ?,E,economics,True,3.199795063,211,476,True,8.945890211,188,345
7019,What is `roundaboutproduction' ?,F,economics,True,1.796089539,266,263,True,6.038986735,243,293
7020,What are the major factors of production?,J,economics,False,3.027071099,192,450,False,5.750712357,169,144
7021,Why do economists use per capita figures so often when discussing growth?,C,economics,True,1.893280439,227,279,True,5.730789698,203,318
7022,Differentiate between apparent unemployment and disguised unemployment or underemployment.,J,economics,False,2.368007183,407,347,True,7.628389109,385,400
7023,"Under a pure capitalist system, would the government play a majorrole in the economy?",C,economics,True,2.376645888,208,352,False,4.366794353,185,272
7024,"When the capital/output ratio for the annual output is 2, what isit for quarterly output?",J,economics,True,1.451153018,140,213,True,8.745763844,115,464
7025,"At 25 cents apiece, Mr.Krinskysells 100 chocolate bars per week. If he drops his price to 20 cents, his weekly sales will increase to 110 bars. Is the demand for chocolate bars elastic or inelastic?",C,economics,True,1.89243247,199,279,True,8.708296141,166,729
7026,The real interest rate is,E,economics,True,2.362405067,190,350,True,6.654310607,167,208
7027,In the equation GDP = C + I + G + X X stands for,B,economics,True,1.570504742,132,231,True,6.477728872,109,272
7028,For years you work as a grocery checker at a supermarket and one day you are replaced by self-serve checkout stations. What type of unemployment is this?,B,economics,True,2.538263917,143,377,True,5.584639574,119,272
7029,The appropriate fiscal policy to remedy a recession,A,economics,True,1.355011592,118,199,True,6.861550558,95,272
7030,"Congress has embarked on another round of expansionary fiscal policy to boost employment and get reelected. As chair of the central bank how would you reduce the ""crowding-out"" effect and what macroeconomic problem might your policy exacerbate?",H,economics,False,2.622460041,222,389,True,22.098794221,198,1040
7031,If real GDP per capita grows at a rate of 10 percent a year then we can expect the standard of living to double in,G,economics,True,1.100326515,160,160,True,3.288712842,131,144
7032,Which of the following would shift the aggregate demand curve to the left?,C,economics,True,2.740799839,177,407,True,11.194179603,154,528
7033,If a bank has $500 in checking deposits and the bank is required to reserve $50 what is the reserve ratio? How much does the bank have in excess reserves?,I,economics,True,3.459537438,241,515,True,24.113924175,188,692
7034,Suppose that elected officials and the central bank agree to combine fiscal and monetary policies to lessen the threat of inflation. Which of the following combinations would likely accomplish this goal? FISCAL POLICY     MONETARY POLICY,D,economics,False,5.051355978,277,753,True,7.939137211,252,476
7035,A contractionary monetary policy will cause the nominal interest rate aggregate demand output and the price level to change in which of the following ways? NOMINAL INTEREST RATE     AGGREGATE DEMAND     OUTPUT     PRICE LEVEL,H,economics,True,1.659129279,309,242,True,6.632295397,286,313
7036,If the standard of living increases we can conclude that,A,economics,True,3.443564208,167,513,True,29.609881309,144,1740
7037,Suppose the reserve ratio is 0.1. If a bank gets $200 in deposits what is the maximum amount it can lend?,F,economics,False,1.501005143,202,220,True,7.192391731,155,400
7038,Suppose you observe an economy where prices are falling and real GDP is rising. This may have been caused by,E,economics,True,2.698757031,163,401,True,11.587488811,141,592
7040,Business cycles,I,economics,True,2.004436373,179,296,True,6.68725102,156,528
7041,"The apple market is in equilibrium. Suppose we observe that apple growers are using more pesticides to increase apple production. At the same time, we hear that the price of pears, a substitute for apples, is rising. Which of the following is a reasonable prediction for the new price and quantity of apples?",A,economics,False,1.985703361,218,293,True,6.494729666,194,400
7042,Marginal cost (MC) is equal to average variable cost (AVC) and average total cost (ATC) when:,H,economics,True,2.569787295,219,381,True,5.654076657,196,396
7043,Which of the following conditions is characteristic of oligopoly?,C,economics,False,3.293264924,239,490,True,8.107830282,212,656
7044,"Which of the following correctly illustrates why price (P) equals marginal revenue (MR) under perfect competition, and why price (P) is greater than marginal revenue under monopoly or imperfect competition? I. MR = P = demand on horizontal function for perfect competition. II. P > MR as downward sloping functions for imperfect competition. III. Demand and Price are represented as a vertical function for imperfect competition.",C,economics,True,3.521700274,268,523,True,14.414351338,245,801
7045,A monopsonist is identified by one of the following:,E,economics,False,3.219351886,202,479,False,5.441006778,178,272
7046,Suppose a price floor is installed in the market for coffee. One result of this policy would be,I,economics,False,3.644356078,206,543,False,63.220409585,183,3728
7047,Which of the following is correct?,F,economics,True,2.262869015,181,335,True,6.101280988,158,400
7048,"Compared to perfect competition in the long run, monopoly has",G,economics,True,2.120649952,131,314,True,27.4569009,108,1360
7049,Which of the following will increase wages for tuba makers?,E,economics,True,1.848679209,144,273,True,25.762049578,121,1289
7050,Scarcity is best defined as,B,economics,True,2.349930066,201,348,True,3.760759606,177,272
7051,Monopoly deadweight loss is the result of,J,economics,True,2.766833543,169,411,False,6.52864767,145,400
7052,"Suppose that aluminum is a key production input in the production of bicycles. If the price of aluminum falls, and all other variables are held constant, we expect",D,economics,True,2.866840553,189,426,True,7.176344343,166,400
7053,"If the government subsidizes the production of halogen headlights,",G,economics,True,1.87916244,202,277,True,5.261201639,179,368
7054,"For a competitive firm, what is the most important thing to consider in deciding whether to shut down in the short run?",C,economics,False,3.265330514,206,486,False,6.665912463,183,400
7055,Which of the following is true about a price floor?,C,economics,True,2.435136424,171,361,True,15.485987542,148,656
7056,"When the production or consumption of a good creates a positive externality, it is deemed a market failure because at the market quantity",C,economics,False,3.631542736,217,541,True,26.491531763,194,1488
7057,"For the perfectly competitive firm, the profit-maximizing decision to shut down is made when the price",G,economics,True,3.058545952,192,455,True,5.887710347,169,400
7058,Which of the following will shift the supply curve for textbooks to the left?,A,economics,True,3.012196437,166,448,True,18.305728691,141,976
7059,Which of the following is likely to have a demand curve that is the least elastic?,I,economics,True,2.83423913,196,421,False,18.868456725,168,1104
7060,Suppose that there are only two goods: x and y. Which of the following is NOT correct?,A,economics,False,1.921912407,146,284,True,12.843731636,123,592
7061,Good X is exchanged in a competitive market. Which of the following is true if an excise tax is now imposed on the production of good X?,D,economics,True,2.523035329,165,374,True,4.680914063,142,208
7062,What is the main difference between the Dickey Fuller (DF) and Phillips-Perron (PP) approaches to unit root testing?,I,economics,True,3.231533217,286,479,True,8.083714289,263,400
7063,A parsimonious model is one that,B,economics,True,1.215795133,114,178,True,1.946675772,91,80
7064,"If a series, y, follows a random walk, what is the optimal one-step ahead forecast of y?",A,economics,False,2.495631603,186,370,True,10.850392116,167,592
7065,What is the most important disadvantage of the diagonal VECH approach to building multivariate GARCH models that is overcome by the BEKK formulation?,J,economics,True,2.818320074,263,417,True,10.742183697,240,912
7066,"If a Durbin Watson statistic takes a value close to zero, what will be the value of the first order autocorrelation coefficient?",C,economics,False,2.222477344,171,329,False,4.367286683,146,208
7068,"If two variables, $x_t$ and $y_t$ are said to be cointegrated, which of the following statements are true?  i) $x_t$ and $y_t$ must both be stationary   ii) Only one linear combination of $x_t$ and $y_t$ will be stationary   iii) The cointegrating equation for $x_t$ and $y_t$ describes the short-run relationship  between the two series   iv) The residuals of a regression of $y_t$ on $x_t$ must be stationary",D,economics,True,2.196644626,305,323,True,12.08542322,282,592
7069,"Suppose a commercial bank has $ 100,000 in deposits and has made loans of $ 65,000. If the required reserve ratio is 20%, (a) how much additional money can the bank lend, and (b) how much can the banking system as a whole add to the money supply as a result of the loan?",C,economics,True,2.529114372,218,375,True,13.257447049,161,826
7070,What is meant by the marginal product of aproductive factor?,D,economics,True,1.59672053,257,233,True,3.193164934,234,144
7071,"Mr.Gribbonearns $10,000 annually as an accountant and pays $1500 of this amount to the government in taxes. Mr. Doyle earns $50,000 as a frankfurter vendor, of which he takes home $45,000 after taxes. Is the tax structure here progres-sive, proportional, or regressive?",F,economics,True,1.793274535,199,264,True,6.188289829,162,272
7072,What is the immediate effect on the money supply if Bank A re-ceives a deposit of $ 1000 in currency from Mr. X and grants a loan of $ 500 to Mr. Y?,B,economics,True,1.451526971,160,213,True,9.14213893,127,400
