question_id,accuracy,prompt,model_answer,correct_answer,time,category,input_tokens,output_tokens
3268,0.0,Which of the following is an example of a cline?,F,H,2.4046923,biology,270,335
3269,1.0,Hemoglobin is a molecule that binds to both O2 and CO2. There is an allosteric relationship between the concentrations of O2 and CO2. Hemoglobin's affinity for O2,B,B,2.9628456,biology,171,449
3270,1.0,Adaptations of plants to minimize water loss in environments with high temperatures include which of the following?,E,E,2.3186643,biology,139,324
3271,1.0,Which of the following statements concerning a sarcomere of a striated muscle (such as skeletal muscle) is correct?,H,H,2.7417477,biology,196,460
3272,1.0,Hybrids between some related species of plants are sterile because the parent plants had different chromosome numbers. Occasionally the chromosome number of such a hybrid plant doubles spontaneously. Which of the following best describes the descendants of those plants with the double chromosome number?,J,J,3.0417765,biology,273,472
3273,1.0,An organism belonging to the nekton is which one of the following?,G,G,2.5455475,biology,110,352
3274,1.0,"Double fertilization is a unique feature of flowering plants. In this process, one sperm unites with the egg to yield a zygote. The second sperm unites with the polar nuclei to initiate the formation of the",G,G,2.8561738,biology,153,398
3275,1.0,Cellular uptake of cholesterol occurs through internalization of low density lipoproteincholesterol complexes. Cholesterol uptake involves all of the following EXCEPT,B,B,1.8948434,biology,103,228
3276,1.0,Electrons are located at definite energy levels in orbitals around the nucleus of an atom. Sometimes electrons move from one orbital to another. What happens to cause such a change?,F,F,2.6023925,biology,224,450
3277,1.0,Describe the sequence of succession leading to a climax communityfrom a bare rock surface.,C,C,2.2097614,biology,339,293
3278,0.0,"An animal has adipoidnumber of 8. During meiosis, how many chromatids are present a)inthe tetrad stage? b) In latetelophaseof the first meiotic division? c) In metaphase of the second meiotic division?",C,F,3.0235971,biology,332,407
3279,1.0,"Distinguish between copulation, insemination and fertilization.",A,A,2.3167654,biology,436,388
3280,1.0,Mesogleaand mesoderm are two terms used to describe the middle tissue layer of an organism. What distinction can be made between the two and in what organisms can each be found?,H,H,2.4775279,biology,354,363
3281,1.0,"Explain what is meant by an animal's ecological niche, and definecompetitive exclusion.",F,F,3.7222393,biology,329,481
3282,0.0,"Both Mr. and Mrs. Brown suffer from anautosomalrecessive condition that makes them anemic. Mr. Brown has one amino acid substitution in the \beta-chain of his hemoglobin molecules and Mrs. Brown has a similar defect in her \alpha-chain. Neither Betsy norBoopsy, their children, are anemic. Explain.",J,D,6.1625614,biology,282,845
3283,0.0,"Three fragments are produced when a piece of RNA is treated with pancreaticRNase. According to the amount of phosphate , these fragments are highly acidic (much phosphate ), moderately acidic, and slightly acidic (little phosphate ). Each of these fragments is further hydrolyzed with NaOH. The resultingnucelotidesare: 1.highlyacidic fragment:Gp,pAp, Cp 2.moderatelyacidic fragment:Gp, Up 3.slightlyacidic fragment: G,Gp What is the sequence of this piece of RNA?",C,J,2.5734211,biology,319,371
3284,1.0,"The predominant cell type infected by HIV is CD4^+ cells. The mostimportant of these are the T-helper cells. (Review the immunogeneticschapter for a description of T_H-cells.) As the diseaseprogresses through latency into AIDS-related complexand finally full-blown AIDS, the absolute number of CD4^+ cells (i.e., T_H-cells) decreases.The rate of T_H-cell deletionincreases as the patient enters ARC. As the number ofT_H-cells decreases, the ratio of CD4^+ to CD8^+ cells inverts, goingfrom about 2:1 to less than 1:2. Why is the T_H-cell sucha devastating target ?",B,B,3.3094709,biology,405,402
3285,0.0,"The [(A + G) / (T + C)] ratio in one strand of duplex DNA is 0.3. (a) What is the ratio in the complementary strand? (b) What is the ratio for the entire molecule? (c) If the [(A + T) / (C + G)] ratio is 0.3, what is the ratio in the complementarystrand and in the entire molecule?",A,C,3.8287003,biology,300,413
3286,0.0,Three hundred college freshmen are observed to have grad point averages that are approximately normally distributed with mean 2.1 and a standard deviation of 1.2. How many of these freshmen would you expect to have grade point averages between 2.5 and 3.5 if the averages are recorded to the nearest tenth?,H,E,2.7649298,biology,173,474
3287,1.0,"In peas, tall (D) is dominant to dwarf (d) and yellow cotyledons (G) is dominant to green (g). A tall pea plant with yellow cotyledons was crossed with a tall pea plant with green cotyledons. These were the results in the progeny: 6 tall, green 5 tall, yellow 2 dwarf, yellow 2 dwarf, green What are the genotypes of the parents?",G,G,4.9510052,biology,222,641
3288,1.0,"If two fruit flies, heterozygous for genes of one allelic pair, were bred together and had 200 offspring... (a) about how many would have the dominant phenotype? (b) of these offspring, some will be homozygous dominant and some heterozygous. How is it possible to establish which is which?",I,I,4.5597905,biology,199,444
3289,1.0,"In peas, tall (D) is dominant to dwarf (d) and yellow cotyledons (G) is dominant to green (g). If a tall, heterozygous pea plant with green cotyledons is crossed with a dwarf pea plant heterozygous for yellow cotyledons, what will be the phenotypic results in the progeny?",F,F,3.1559734,biology,412,440
3290,1.0,"In an animal with a haploid number of 10, how many chromosomesare present in (a)aspermatogonium? (b)inthe first polar body? (c)inthe second polar body? (d)inthe secondaryoocyte? Assume that the animal is diploid.",G,G,4.1266837,biology,306,412
3291,1.0,What is the heat shock response ?,E,E,4.4206351,biology,257,426
3292,1.0,"Given a mean of 50 and a standard deviation of 10 for a set of measurements that is normally distributed, find the probability that a randomly selected observation is between 50 and 55.",H,H,2.5072044,biology,137,431
3293,1.0,Colchicineblocks mitosis. What does this reveal about the mitoticprocess?,G,G,2.7795322,biology,196,436
3294,1.0,"Find the probability of throwing at least one of the following totals on a single throw of a pair of dice: a total of 5, a total of 6, or a total of 7. Define the events A, B, and C as follows: Event A:atotal of 5 is thrown, Event B: a total of 6isthrown, Event C: a total of 7isthrown.",E,E,2.5100602,biology,216,469
3295,1.0,Why must mosses and liverworts (phylumBryophyta) always live in close association with the water?,E,E,3.5068042,biology,187,386
3296,1.0,What hormonal changes occur during the delivery of an infant (parturition)?,D,D,2.8889254,biology,249,315
3297,1.0,What is the probability of getting exactly three heads infive flips of a balanced coin?,G,G,3.2452105,biology,135,325
3298,1.0,"According to early studies (performed by Wright) on guinea pig coatcolor, the total variance in a randomly mating strain was 0.573. The variance in an inbred strain was 0.340. From correlations between relatives in the randomly mating population the heritability (gene effect) was determined to be 38 percent of the total variance. Find the following: (a)variancedue to gene effect; (b)variancedue toepistasisand dominance.",C,C,3.3245239,biology,265,501
3299,0.0,"Kernel color in wheat is determined by the action of two pairs ofpolygenesthat produce colors varying from dark red to white. If AABB (dark red) andaabb(white) are crossed, (a) What fraction of the F_2 generation can be expected to be like either parent? (b) How many F_2 phenotypic classes result?",F,G,6.2851695,biology,273,657
3300,1.0,One group of compounds that may become quite important in birth control is the prostaglandins. What are the advantages of prostaglandins in birth control?,H,H,3.4011259,biology,279,459
3301,1.0,Discuss the current theory of the evolution ofautotrophs fromprimitiveheterotrophs.,J,J,5.5481592,biology,244,540
3302,1.0,"In one month at a public health clinic, 70 patients were found to have the same inherited disorder; 55 were males and 15 were females. Assuming a 1:1 ratio for males versus females , use the chi-square (X^2) test to determine if any association of the disease with the male sex is statistically significant .",J,J,3.2892544,biology,280,502
3303,1.0,What is dormancy? What factors play a role in the termi-nation of dormancy and the germination of a seed?,J,J,2.618091,biology,285,338
3304,1.0,"If a random variable X is normally distributed with a mean of 118 and a standard deviation of 11, what Z-scores correspond to raw scores of 115, 134, and 99?",F,F,1.504154,biology,237,298
3305,1.0,How do chromosomal variations influence sex determination in humans?,I,I,2.2136089,biology,220,316
3306,1.0,"In a heavily polluted industrialized area in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele leading to melanism? What proportion of the dark colored moths are heterozygous?",E,E,3.543524,biology,269,422
3307,0.0,"Color blindness is caused by a sex-linked recessive gene (d). A sample of 2,000 individuals (1,000 male and 1,000 female) contained 90 color-blind males. What percentage of the women arephenotypicallynormal?",G,B,4.5529111,biology,161,458
3308,1.0,A deficiency in which endocrine gland would result in tetany?,F,F,2.6710667,biology,118,341
3309,1.0,"A male bacterium conjugates with a female bacterium. After conjugation , the female becomes a male. Account for this ""sex-change"".",D,D,3.1127895,biology,251,442
3310,1.0,"It is observed that the chemical transmission occurring at a synapse is unidirectional that is, the neurotransmitter always travels from thepresynapticaxon to the post-synaptic dendrite . Explain why.",A,A,2.5582283,biology,205,416
3311,1.0,How can radioactive isotopes be used in biological research such as tracing the pathways of compounds synthesized in the living cell?,F,F,2.1494372,biology,276,321
3312,1.0,Describe the various land biomes that are usually encounteredby a traveler going from the equator to the arcticpolar ice cap.,E,E,2.9803072,biology,334,434
3313,1.0,Discuss the role of a stimulus that elicits a behavior pattern.,G,G,2.8399218,biology,260,437
3314,1.0,Fiddler crabs are a dark brown color during the day and change to a pale brown color at night. Is it possible to reverse this pattern and make the crabs turn dark at night and light during the day? How?,B,B,4.0477092,biology,285,418
3315,1.0,Explain how density dependent controls of population occur.,F,F,3.1770067,biology,223,393
3316,1.0,"Sea divers are aware of a danger known as the ""bends"". Explain the physiological mechanism of the bends.",J,J,2.5299553,biology,249,330
3317,1.0,What roles does glucose play in cellmetabolism ?,D,D,2.5254992,biology,218,429
3318,1.0,Why would you not expect conjugation among a group of paramecia that had descended from a single individual through repeated fission?,D,D,2.5831028,biology,224,408
3319,1.0,"In the popular nursery rhyme ""Mary Had a Little Lamb"", her lambwould follow Mary wherever she went. Discuss a possi-blebiological explanation.",B,B,3.3126093,biology,231,321
3320,1.0,"Explain how a ""Skinner box"" can be used in operant conditioning.",D,D,4.2420358,biology,234,423
3321,1.0,Black-headed gulls remove broken eggshells from their nests immediately after the young have hatched. Explain the biological significance of this behavior.,C,C,4.2186225,biology,269,474
3322,1.0,"During the period when life is believed to have begun, the atmosphere on primitive Earth contained abundant amounts of all the following gases EXCEPT",F,F,3.540755,biology,118,344
3323,1.0,Which of the following statements is correct?,A,A,3.5341443,biology,179,391
3324,1.0,"Mules are relatively long-lived and hardy organisms that cannot, generally speaking, perform successful meiosis. Consequently, which statement about mules is true?",C,C,2.9857314,biology,205,464
3325,1.0,Which of these is a statement that Darwin would have rejected?,B,B,2.5136962,biology,102,240
3326,1.0,Which statement about variation is true?,D,D,2.1319696,biology,105,264
3327,1.0,The Krebs cycle in humans occurs in the,G,G,2.8610627,biology,116,444
3328,1.0,Most Swiss starlings produce four to five eggs in each clutch. Those producing fewer or more than this have reduced fitness. Which of the following terms best describes this?,B,B,4.860933,biology,133,555
3329,1.0,Which of the following characteristics would allow you to distinguish a prokaryotic cell from an animal cell?,D,D,3.0474772,biology,128,433
3330,1.0,A plant grows in the opposite direction of the gravitational force. This is an example of,G,G,2.0460021,biology,141,183
3331,0.0,Which of the following adaptive features would least likely be found in an animal living in a hot arid environment?,J,D,3.5254137,biology,184,519
3332,1.0,Which of the following is a frameshift mutation?,D,D,2.8747755,biology,123,373
3333,1.0,Which of the following is typically NOT found in normal somatic cells of a human male?,B,B,2.0419546,biology,102,250
3334,1.0,The following pairs were placed in solution together. Which two could be separated by performing low-speed centrifugation?,F,F,4.0633625,biology,131,505
3335,0.0,A marine ecosystem region characterized by penetrance of solar radiation and upwelling of nutrients is the,B,D,3.5115602,biology,130,458
3336,1.0,Our eyes are the principal organs involved in seeing. Yet we are able to perform manual acts such as dressing or tying knots when our eyes are closed. Why?,D,D,2.6312799,biology,142,350
3337,1.0,How has the role of internal body secretions in behavior been demonstrated in silk worms?,I,I,2.1795039,biology,203,350
3338,1.0,What is a chemical reaction? What is meant by the rate- limiting step of a chemical reaction?,J,J,2.0163467,biology,393,313
3339,1.0,Why would it be disadvantageous for a host-specificparasite tokill its host?,E,E,3.0953827,biology,200,490
3340,1.0,Vinegar is classified as an acid. What does this tell you about the concentration of the hydrogen ions and the hydroxide ions?,B,B,2.3600684,biology,219,430
3341,1.0,"If a ring is cut through the bark all the way around a tree, down to the wood, the tree will live for a while, then die. Explain why.",G,G,3.976681,biology,331,552
3342,1.0,"Differentiate clearly between diffusion, dialysis and osmosis.",F,F,3.2103743,biology,514,374
3343,1.0,What is behavior? Are behavior patterns solely inherited or canthey be modified?,I,I,2.11357,biology,196,340
3344,0.0,Given the following sequence of nucleotides for a single strand of DNA: 5' - AAAT C G A TTG C G C T A T C G - 3' Construct the complementary sequence that would be incorporated during replication to complete the double helix of a DNA molecule.,E,I,2.9478384,biology,327,334
3345,1.0,Discuss some of the elements found in advanced animal societies.,E,E,2.3667409,biology,184,305
3346,1.0,What are the implications of the Hardy-Weinberg Law?,I,I,1.8660045,biology,269,315
3347,1.0,Explain how the codon for phenylalanine was discovered.,D,D,1.8111032,biology,272,329
3348,0.0,Which animal groups dominated the Mesozoic Era? What factors may have contributed to the extinction of the dinosaurs?,C,A,2.3919075,biology,304,319
3349,1.0,A homozygous tall pea plant was crossed with a homozygous dwarf pea plant. The gene for tall is dominant to its allele for dwarf. What will be the expected phenotypic and genotypic results in the F_1 and F_2 generations?,C,C,3.028148,biology,795,336
3350,1.0,"An animal has a diploid number of 8. During meiosis, how manychromatidsare present (a)inthe tetrad stage? (b)inlatetelophaseof the first meiotic division? (c)inmetaphase of the second meiotic division?",G,G,2.408542,biology,367,358
3351,1.0,Research advancements over the past years have greatly changedour views on mitosis and the cell cycle in general. Of particular importance has been the discovery and characterizationof several mutants in budding and fission yeastwhich arrest cell growth at defined points in the cell cycle. How has the study of thesecdcmutants enhanced our understandingof the cell cycle?,E,E,2.4471074,biology,301,362
3352,1.0,"Find the probability that a face card is drawn on the first draw and an ace on the second in two consecutive draws, without replacement, from a standard deck of cards.",J,J,2.2808161,biology,162,457
3353,0.0,"Referring to the independent random mating scheme of the previous problem, find the offspring genotype probabilities of the following two populations: (a) AA Aa aa Males 600 0 400 Females 400 400 200 (b) AA Aa aa Males 400 400 200 Females 200 800 0",C,H,4.8986058,biology,467,523
3354,1.0,"There are two highly inbred strains of laboratory mice whose adult body weights are very different. Assume that the mouse's body weight is under the control of three pairs of contrasting genes: A vs. a, B vs. b and D vs. d. Assume further that each capital letter gene is responsible for contributing 5.0 grams to the total body weight, and that lowercase letters contribute 2.5 grams to total body weight. The average weight of mice in Strain I is 30 grams, while that of Strain II mice is 15 grams. (a) What are the most likely genotypes of these two strains? (b) Suppose Strain I and Strain II are crossed. What will be the phenotype of the F_1 progeny?",C,C,3.4624716,biology,493,509
3355,1.0,"Assume there is an organism in which there are five contrasting independent gene pairs, A vs. a, B vs. b, D vs. d, E vs. e and F vs. f, for which the organism is heterozygous. If the organism were able to undergo self-fertilization, (a) what is the probability that the first progeny will have a genotype identical to that of the parent? (b) what proportion of the total progeny will be homozygous? (c) assuming complete dominance for each gene pair, what proportion of the total progeny will phenotypically exhibit the dominant form for the five characters?",E,E,3.7276392,biology,373,372
3356,1.0,"If antibodies can be brought into contact with a virus before it attaches itself to the host cell, the virus will be inactivated. Once infection has occurred, the production of interferon may protect the host from extensive tissue destruction. Explain.",F,F,2.8182495,biology,310,333
3357,1.0,What is anoncogene?,I,I,3.0252958,biology,175,398
3358,1.0,"IfDNAseis added to a bacterial cell then the DNA is hydrolyzed. The cell cannot make any more proteins and it eventually dies. IfDNAseis added while certain viruses are in the cell, the cells continue to produce new proteins. Explain.",A,A,5.8535143,biology,245,662
3359,1.0,"A strain of Salmonellatyphimuriumhas a base pair substitutionwhich makes it His^-. This strain's rate of spontaneousreversion to His^+ is 5 × 10^-8. Chemical X is addedto the growth medium of a culture of these cells. Solutions are diluted and plated onto minimal medium (a10^-2 dilution) and onto nutrient rich medium (a10^-3 dilution). The plates are incubated for 48 hours. The coloniesare counted: 50 colonies on the minimal medium and1,000 colonies on the nutrient rich medium. Whatcan youconclude from this experiment?",J,J,4.277535,biology,288,405
3360,1.0,"Albinism, a condition characterized by a lack of pigment in the skin, eyes, and hair, occurs in certain populations with a frequency of 0.00005. Assuming albinism is determined by a single recessive gene, a (a) what is the probability of an albino resulting from a cross between an albino and an individual of a normal phenotype? (b) what proportion of albinos havephenotypicallynormal parents?",E,E,4.9821915,biology,259,680
3361,1.0,Discuss how the quantitative measurements of the dioxy-ribonucleic acid content of cells is evidence that DNA is the genetic material.,C,C,3.1891943,biology,294,559
3362,1.0,"What hormone, if any, acts antagonistically to the parathormone?",F,F,2.5025524,biology,123,425
3363,1.0,The heart does not extract oxygen and nutrients from the blood within the atria and ventricles. How is the heart sup-plied with its metabolic needs?,E,E,2.5234129,biology,225,334
3364,1.0,How might you argue that the transmission of impulses does occur in plants?,D,D,2.7816077,biology,274,380
3365,1.0,"What basic nutritional requirements do all livingorganisms have in common? Comparephototrophsandchemotrophs, autotrophs andheterotrophs.",I,I,2.2952563,biology,288,293
3366,1.0,What is meant by a hydrostatic skeleton? In which organisms is such a structure found?,G,G,1.5478249,biology,249,253
3367,0.0,An inexperienced nurse measures the blood pressure in the artery of the upper arm of a man. She then measures the blood pressure in the artery of the man's leg. The nurse obtains a different value. Why?,J,C,2.3779935,biology,232,402
3368,1.0,How does asexual reproduction take place in the bryophytes ?In the lower vascular plants?,H,H,1.4190455,biology,243,248
3369,1.0,Describe the various land biomes that are usually encounteredby a traveler going from the equator to the arcticpolar ice cap.,J,J,2.633799,biology,249,376
3370,1.0,Why isn't a biome map of the earth a true representationof thevegetation formations found on land?,I,I,2.8180333,biology,230,447
3371,1.0,Why isn't a biome map of the earth a true representationof thevegetation formations found on land?,A,A,2.567935,biology,214,398
3372,1.0,"If a particular character in a certain species of animal were always transmitted from the mother to the offspring, but never from the father to the offspring, what could you conclude about its mode of inheritance?",G,G,3.2310157,biology,207,381
3373,1.0,"By photographic and optical means, an image can be enlarged almost indefinitely. However, most light microscopes offer magnifications of only 1000 to 1500 times the actual size, while electron microscopes offer magnifications of 100,000 times or more. Explain.",A,A,2.380967,biology,264,464
3374,1.0,"A woman opens a can of ham and beans and suspects food poisoning . She boils the contents for half an hour. A few hours after eating the ham and beans, nausea, vomit-ing, and diarrhea set in. Explain.",B,B,3.1637922,biology,259,392
3375,1.0,The dorsal root of a nerve leading to the leg of a rat is severed. How will this affect the rat? How would the effect vary if the ventral root were severed instead?,C,C,3.5616422,biology,302,653
3376,1.0,What results would you expect if the macronucleus were removed from a paramecium?,A,A,4.1605673,biology,159,461
3377,1.0,Differentiate between hermaphroditism and parthenogenesis.,A,A,3.8263625,biology,342,407
3378,1.0,"In a hypothetical environment, fishes called pike-cichlids are visual predators of algae-eating fish (i.e., they locate their prey by sight). If a population of algae-eaters experiences predation pressure from pike-cichlids, which of the following should least likely be observed in the algae-eater population over the course of many generations?",A,A,3.5435347,biology,267,412
3379,1.0,Chemical substances released by organisms that elicit a physiological or behavioral response in other members of the same species are known as,E,E,2.4731083,biology,115,383
3380,1.0,Imagine an organism whose 2n = 96. Meiosis would leave this organism’s cells with how many chromosomes?,J,J,1.53886,biology,122,219
3381,1.0,"An eager AP Biology student interested in studying osmosis and the movement of water in solutions took a dialysis bag containing a 0.5 M solution and placed it into a beaker containing a 0.6 M solution. If this bag were instead placed into a beaker of distilled water, what would be the expected result?",G,G,1.2062038,biology,302,217
3382,1.0,"A proficient engineer can easily design skeletal structures that are more functional than those currently found in the forelimbs of such diverse mammals as horses, whales, and bats. That the actual forelimbs of these mammals do not seem to be optimally arranged is because",F,F,3.4424914,biology,283,499
3383,1.0,The relatives of a group of pelicans from the same species that separated from each other because of an unsuccessful migration are reunited 150 years later and find that they are unable to produce offspring. This is an example of,J,J,2.7258427,biology,148,437
3384,1.0,Which statement about the beak size of finches on the island of Daphne Major during prolonged drought is true?,H,H,4.1701858,biology,271,371
3385,1.0,The average birth weight for human babies is about 3 kg. Which of the following terms best describes this?,E,E,2.7127837,biology,125,421
3386,1.0,Which of the following is the source of oxygen produced during photosynthesis?,D,D,2.7850809,biology,131,436
3387,1.0,All of the following are examples of hydrolysis EXCEPT,D,D,1.6640278,biology,104,287
3388,1.0,The first groups of animals to develop lung tissue adequate to support their respiratory requirements without the use of supplementary gas exchange organs were the,C,C,2.9662521,biology,123,352
3389,1.0,"In chloroplasts, a certain protein is found in the lumen of the thylakoid (thylakoid space). It is transcribed in the nucleus and synthesized on cytoplasmic ribosomes. How many membrane bilayers must this protein cross to reach its final location?",C,C,2.6215574,biology,145,255
3390,1.0,The target of digestion of a nucleosome dimer to nucleosome monomers by DNase is,B,B,1.8321358,biology,160,236
3391,1.0,Which of the following statements about embryonic cleavage is NOT true?,C,C,1.848924,biology,118,256
3392,1.0,Mitochondria isolated and placed in a buffered solution with a low pH begin to manufacture ATP. Which of the following is the best explanation for the effect of low external pH?,E,E,3.9304348,biology,254,544
3393,0.0,Which of the following characteristics is predicted for an early-successional plant community?,D,G,3.8298709,biology,158,466
3394,1.0,Why do cells containlysosomes?,C,C,1.7579612,biology,157,308
3395,1.0,"Differentiate clearly between ""breathing"" and ""respiration"".",D,D,4.1130665,biology,316,436
3396,1.0,What is meant by regeneration? Explain regeneration by usingplanariaas an example.,D,D,2.2686875,biology,248,438
3397,1.0,"Differentiate betweenisolecithal,telolecithal, and centrolecithal eggs. Which organisms are characteristicof each ?",G,G,2.1776548,biology,659,308
3398,1.0,"I nsulin , interferon, and growth hormone have been successfully manufactured in large quantities by the pharmaceutical industries. Explain the importance of genetic engineering in this process.",H,H,2.1139799,biology,299,300
3399,1.0,"One pair of genes for coat color in cats is sex-linked. The gene B produces yellow coat, b produces black coat, and the heterozygous Bb produces tortoiseshell coat. What kind of offspring will result from the mating of a black male and a tortoiseshell female?",A,A,3.0419286,biology,279,429
3400,1.0,What experimental evidence indicates that genes control the aminoacid sequences in proteins?,E,E,2.0711282,biology,235,410
3401,1.0,What are the different types of point mutations?,B,B,2.4156675,biology,156,337
3402,1.0,"In a certain animal species, four alleles (a^+, a^1, a^2 and a^3) have a locus on chromosome 1. Another series of alleles (b^+, b^1 and b^2) have their locus on chromosome 2. Theoretically, how many genotypes are possible with respect to these two allelic series?",D,D,1.6143999,biology,205,315
3403,1.0,"The muscle fibers innervated by a motor unit will contract if a stimulus of sufficient magnitude is propagated or it will not contract at all. This is known as the all-or- none law. If this is true, how can muscle force be graded? For example, we use the same muscles to lift a one ounce object that we use to lift a 20 lb. object.",I,I,2.9054888,biology,281,424
3404,1.0,"Assume a population of garden peas in genetic equilibrium in which the frequencies of the genes for full pods (F) and constricted pods (f) are 0.6 and 0.4, respectively. If this population is allowed only to reproduce by self-fertilization for three generations, what will be the distribution of the three genotypes by the third generation of self-fertilization?",F,F,4.7113388,biology,337,623
3405,1.0,"Are there comparable changes, in the male, to female menopause?",C,C,2.6413547,biology,228,371
3406,1.0,What are the distinguishing features of the several orders of insects?,D,D,2.8392963,biology,268,322
3407,1.0,"A sample of 25 female Drosophila were measured for number of eggs laid in a 24-hour period, and the following counts were recorded: 97 79 88 91 88 86 104 89 91 92 103 96 101 94 91 92 94 95 88 89 90 93 84 87 93 Calculate for this sample: (a)meannumber of eggs laid; (b)varianceand standard deviation; (c)standarderror of the mean.",D,D,3.8159787,biology,601,706
3408,1.0,"You are given Mendel ' s original data on the inheritance of yellow versus green cotyledons. In his experiment, 8023 individuals were scored. Of the 8023, 6022 were yellow and 2001 were green. We expect that yellow and green will appear in a 3:1 ratio respectively. Using the chi-square test (X^2), how well does Mendel's data fit our proposed ratio?",J,J,4.1025375,biology,289,546
3409,1.0,Explain the mechanism of the genetic determination of sex in humans.,H,H,3.4866647,biology,232,386
3410,1.0,Is there a genetic basis for schizophrenia?,B,B,1.8737191,biology,102,294
3411,1.0,What makes the blood flow throughout the body? In what part of the circulatory system does the blood flow most slowly? Why?,I,I,3.6620654,biology,346,290
3412,1.0,Mostmarine vertebrates have body fluids with osmotic marine vertebrates have body fluids with osmotic pressure lower than that of their saline environment. How do these organismsosmoregulatein face of aprepetualthreat of dehydration?,J,J,2.6625148,biology,279,348
3413,1.0,Describe the function of the lateral-line system in fishes.,G,G,1.6749722,biology,234,249
3414,1.0,How do higher plants get rid of their waste products?,E,E,2.3379099,biology,199,289
3415,1.0,"All of the algae have the green pigment chlorophyll, yet the different phyla of algae show a great variety of colors. Explain.",A,A,2.7973513,biology,263,411
3416,1.0,Why does milk \textquotedblleftspoil\textquotedblright when kept in a refrigerator?,D,D,2.0507064,biology,215,359
3417,1.0,What are some of the cues used by animal in migrating?,H,H,1.1986114,biology,178,154
3418,1.0,"It is observed that the chemical transmission occurring at a synapse is unidirectional that is, the neurotransmitter always travels from thepresynapticaxon to the post-synaptic dendrite . Explain why.",E,E,2.4364653,biology,277,446
3419,1.0,Briefly discuss some abnormalities of the respiratory tract.,H,H,1.9851313,biology,212,354
3420,1.0,What prevents the stomach from being digested by itsown secretions?,F,F,3.5781495,biology,155,447
3421,1.0,List and compare the tissues that support and hold together theother tissues of the body.,G,G,2.4256653,biology,235,433
3422,1.0,"If a living frog muscle is dissected out from a frog's body and placed in a closed container without oxygen, it can contract for a time when stimulated. Then it stops. But if the container is opened, it soon regains the ability to contract. Comment.",H,H,3.0719477,biology,277,403
3423,1.0,"IfDNAaseis added to a bacterial cell, the DNA is hydrolyzed , the cell cannot make any more proteins and eventually dies. IfDNAaseis added to RNA viruses, they continue to produce new proteins. Explain.",B,B,4.5736371,biology,247,409
3424,1.0,"Using conditioning, how can one determine the sensitivity of a dog's hearing to sounds of different frequencies?",E,E,3.2093962,biology,173,453
3425,0.0,Suppose you discovered a new species of bioluminescent worm . How could you prove that it was the worm itself and not some contaminating bacteria that was producing the light ?,E,C,3.7694943,biology,268,340
3426,1.0,The dorsal root of a nerve leading to the leg of a rat is severed. How will this affect the rat? How would the effect vary if the ventral root were severed instead?,B,B,4.2822766,biology,368,480
3427,1.0,"Euglena is a common green flagellate protozoan found in fresh water ponds. Describe briefly the method of locomotion, nutrition, and asexual reproduction in this organism.",F,F,3.972816,biology,408,557
3428,1.0,"In the popular nursery rhyme ""Mary Had a Little Lamb"", her lambwould follow Mary wherever she went. Discuss a possi-blebiological explanation.",J,J,2.4308713,biology,134,347
3429,1.0,How does energy release in combustion differ fromenergy releasein aerobic respiration?,H,H,2.5255785,biology,283,367
3430,1.0,"How can one demonstrate that amino acids are used tobuild proteinsin cells, while the proteins already in the cell are usedin catabolism?",E,E,3.3911302,biology,153,502
3431,1.0,The energy given up by electrons as they move through the electron transport chain is used to,A,A,2.6017633,biology,125,397
3432,1.0,A change in a neuron membrane potential from +50 millivolts to -70 millivolts is considered,J,J,4.2816011,biology,133,541
3433,1.0,"A population undergoes a shift in which those who are really tall and those who are really short decrease in relative frequency compared to those of medium size, due to a change in the availability of resources. This is an example of",B,B,2.692809,biology,149,396
3434,1.0,"Unlike large populations, small populations are vulnerable to various processes that draw populations down an extinction vortex toward smaller and smaller populations until no individuals survive. Which of the following statements correctly identifies the factors that endanger a population?",A,A,2.2618964,biology,219,351
3435,0.0,Which of the following about meiosis is NOT true?,A,C,3.0463877,biology,104,330
3436,1.0,"When oxygen becomes unavailable, this process regenerates NAD+, allowing respiration to continue.",B,B,3.4904419,biology,122,392
3437,1.0,Which of these is the smallest unit that natural selection can change?,I,I,4.3779201,biology,131,440
3438,1.0,"The reaction A + B → C is catalyzed by enzyme K. If the reaction is in equilibrium, which of the following would allow more product C to be produced?",A,A,3.8702189,biology,150,382
3439,1.0,"A researcher is experimenting with nerve transmission using neurons from a giant squid. At the beginning of the experiment, the axon is at rest and has a threshold measured at –70 mV at 37oC. The axon receives one stimulus that triggers one action potential in the axon. Subsequent stimuli are much stronger. Which of the following statements explains what happens when several strong stimuli are experienced by the axon?",A,A,3.7130337,biology,266,565
3440,0.0,"A researcher grows a population of ferns in her laboratory. She notices, after a few generations, a new variant that has a distinct phenotype. When she tries to breed the original phenotype with the new one, no offspring are produced. When she breeds the new variants, however, offspring that look like the new variant result. Which of the following is likely to exhibit the process described earlier?",H,D,2.9635366,biology,180,347
3441,1.0,Cleavage symmetry arising from early cell divisions that occur at an oblique angle to the polar axis is known as,H,H,3.0530098,biology,127,369
3442,1.0,All of the following may serve as intracellular messengers EXCEPT,C,C,3.0621467,biology,93,248
